date,W_up_gamma,W_up_gamma_5,W_down_gamma,W_down_gamma_5,W_up_diff_5,W_down_diff_5
2017-10-25,11163.353111727021,18649.327488411767,4226.147455300331,6971.094383556969,7485.974376684746,2744.946928256638
2017-10-31,10268.734897249306,18879.024906775445,2022.0594402285033,3688.7370230051306,8610.29000952614,1666.6775827766273
2017-11-02,10654.94329620226,19071.58346452096,2043.193707659132,3234.337724980485,8416.640168318701,1191.1440173213527
2017-11-07,8935.819685522489,16615.247814868377,3127.890945799028,5299.886501507564,7679.428129345888,2171.9955557085364
2017-11-09,9298.166699369212,18616.597361614855,3639.9180298702654,6080.240491718434,9318.430662245642,2440.3224618481686
2017-11-10,10251.82803788788,19581.28795676144,3392.2046479391042,6086.67441677114,9329.45991887356,2694.469768832036
2017-11-13,6356.830697709074,14181.892792964372,5002.79604042652,8507.032209879477,7825.062095255298,3504.2361694529563
2017-11-16,8382.405827934885,15131.115624255455,2011.396877422772,4186.534511189167,6748.709796320571,2175.1376337663946
2017-11-17,8758.16318352799,16042.22461411372,2584.1679285534938,4883.281232506562,7284.061430585731,2299.1133039530687
2017-11-20,8604.962329769456,12787.413806791876,4093.1301079604054,7358.487527550572,4182.45147702242,3265.3574195901665
2017-11-21,8429.963884256504,14794.841509103964,2405.441909719702,4931.805982552261,6364.8776248474605,2526.3640728325595
2017-11-23,7926.239069816639,14706.247661856467,3222.485060698862,6235.508449913059,6780.008592039828,3013.023389214197
2017-11-27,8730.615386239633,12052.912437140787,2149.7935895347428,2871.4813459749826,3322.297050901154,721.6877564402398
2017-11-30,9350.742699856994,12469.598373279967,3003.512457024377,3992.682289912711,3118.8556734229733,989.169832888334
2017-12-12,9385.600251546557,13486.052843363663,2717.1279284687243,3882.8047514714763,4100.452591817106,1165.676823002752
2017-12-13,7234.725476317386,11723.168125271288,2905.1173462411793,3584.1231856879435,4488.442648953902,679.0058394467642
2017-12-27,13349.505043503217,18180.154550499297,6473.376059885852,8961.338629548845,4830.64950699608,2487.9625696629937
2018-01-03,14722.486681213108,18901.52797460872,8954.975607585638,15046.42188546437,4179.041293395614,6091.446277878731
2018-01-12,16444.13273688822,22204.496121423123,9302.447123225911,16443.222301856244,5760.363384534903,7140.775178630332
2018-01-18,15344.681254708858,26168.013451532915,6851.240251760493,11477.343590417238,10823.332196824058,4626.103338656745
2018-01-19,17030.64201917041,27503.66929188265,5372.406321114449,9853.578990210402,10473.02727271224,4481.172669095953
2018-01-23,14933.155436754547,22322.422445888995,5182.620791073451,10299.651329382325,7389.267009134448,5117.0305383088735
2018-02-01,15163.356225688478,19211.303685722192,9372.873644558915,15952.019145952992,4047.9474600337144,6579.145501394078
2018-02-06,14577.154415533112,21511.41079091473,6430.6188411761705,12963.910006800072,6934.256375381619,6533.291165623901
2018-02-13,9375.118335217061,12740.887916092795,11064.401046708144,19701.299731149124,3365.7695808757344,8636.89868444098
2018-02-15,10322.563757276974,15054.259431221726,8259.320374652145,15539.024847851064,4731.695673944752,7279.704473198919
2018-02-27,14507.783050420663,17245.814708550435,9212.135782085388,13637.632406699777,2738.031658129772,4425.496624614389
2018-02-28,13491.850384969228,16495.268051,9527.534779229025,14627.405153356985,3003.417666030771,5099.8703741279605
2018-03-01,13605.476391077253,15791.673023400188,12317.85028302451,19239.33650243531,2186.1966323229353,6921.486219410801
2018-03-02,10947.77974411506,12427.76258606663,10446.59634493895,17748.453401444633,1479.9828419515707,7301.857056505683
2018-03-05,13845.241917608928,16554.03577521764,12915.612587195626,20053.94173745598,2708.793857608711,7138.329150260355
2018-03-09,14010.907793462919,18374.304240961515,11069.169311062604,18984.60865725926,4363.396447498597,7915.439346196657
2018-03-13,15177.495185448843,20293.411480256287,10205.405688853243,16714.402732457915,5115.9162948074445,6508.9970436046715
2018-03-14,16730.355361116563,22743.847444396888,9376.701070721601,15012.007802496822,6013.4920832803255,5635.306731775221
2018-03-19,17119.862579961624,24924.912887861286,8067.449492588687,12987.32978151948,7805.050307899663,4919.8802889307935
2018-03-21,13123.617135185517,21106.35454453422,5286.358864329663,8058.45053952833,7982.737409348703,2772.091675198667
2018-03-22,12576.201226092177,19476.961488208057,5701.5657846517115,8444.88783260994,6900.76026211588,2743.3220479582287
2018-03-27,12995.992587743778,18156.425119074476,6437.889427781036,9506.694311222902,5160.432531330698,3068.804883441866
2018-03-28,12039.312288457168,17904.02450104876,5017.2189549364875,7931.229392422949,5864.712212591592,2914.0104374864613
2018-03-29,13122.842649089356,19765.968980553258,5171.558003138643,8179.138855674352,6643.126331463902,3007.5808525357097
2018-04-02,11732.12507532874,18290.00234682414,5473.272183297806,8785.49648237043,6557.877271495401,3312.2242990726245
2018-04-04,15230.923195431571,21362.51846024369,8327.846193646092,12238.821874921781,6131.595264812118,3910.9756812756896
2018-04-09,14682.85350506663,20030.903896378255,12275.029229597907,18368.735677543697,5348.0503913116245,6093.7064479457895
2018-04-12,14077.704938747851,19556.08211791438,9100.107963234468,17154.166852534003,5478.377179166528,8054.058889299535
2018-04-16,14720.028995652996,22678.47579737728,11448.670390300946,20927.351264934478,7958.446801724283,9478.680874633532
2018-04-17,13559.290386535802,22179.666897772604,9041.812508083332,13398.873934143325,8620.376511236802,4357.061426059992
2018-04-18,12642.844066756958,18579.814454141968,7852.41630185765,13217.010266751087,5936.97038738501,5364.593964893437
2018-04-23,13366.023168655736,16391.94517067749,6477.086087670538,8282.474762867352,3025.9220020217526,1805.388675196814
2018-04-25,15552.160660522546,19030.294303494637,8891.447809753765,12435.11444934322,3478.1336429720905,3543.6666395894554
2018-04-27,14448.271901929853,17777.053529345532,9112.310265372354,13067.302235085433,3328.7816274156794,3954.991969713079
2018-05-03,13399.131283853316,15493.315278077775,13061.018471096208,20368.49008883813,2094.1839942244587,7307.471617741923
2018-05-07,14396.229385018592,16942.952800235427,13652.883852728994,21944.12412493481,2546.723415216835,8291.240272205816
2018-05-09,14918.332866306448,18809.304493368163,13078.444691979728,22211.67191303433,3890.9716270617155,9133.227221054602
2018-05-10,15157.573723270702,19790.329835070697,12018.39723561747,19846.49951331549,4632.756111799996,7828.102277698021
2018-05-11,15906.97549327613,21212.03621918934,12394.012149211605,20373.002026176895,5305.06072591321,7978.98987696529
2018-05-16,13293.1025189223,19478.960102918943,11940.505452138143,18952.266014388282,6185.857583996643,7011.76056225014
2018-05-18,14337.802328261556,20494.191939095923,10710.263574243996,19354.897863987284,6156.389610834367,8644.634289743288
2018-05-21,13580.740619480724,18098.860285123785,13539.801654660549,24485.708972292057,4518.11966564306,10945.907317631509
2018-05-22,16510.11795050277,23001.53360158883,12758.458572762158,23023.837415482067,6491.415651086063,10265.378842719909
2018-05-23,15373.995759824093,20744.49257137258,13804.736869134906,23643.640877157362,5370.496811548486,9838.904008022457
2018-05-24,14332.003571904797,18511.670252560387,12604.11194183668,22010.897553280094,4179.6666806555895,9406.785611443414
2018-05-25,14718.232364132033,19674.56068407918,13416.230270051423,20808.79948497021,4956.328319947148,7392.569214918789
2018-05-30,15351.004457559175,18066.518473439854,13395.058997157135,20798.012881040417,2715.514015880679,7402.953883883281
2018-05-31,13004.178541206078,16980.675853066376,12652.800020978917,19656.009489359454,3976.4973118602975,7003.209468380537
2018-06-01,13638.762600607542,17485.77228689588,11896.833138101894,19547.991084853224,3847.0096862883383,7651.157946751329
2018-06-04,12427.204912516063,16712.13963062763,13850.795097194978,22046.354740376988,4284.934718111566,8195.55964318201
2018-06-05,13536.571205600312,19342.24795029798,10897.924797379812,16710.519328237675,5805.676744697668,5812.594530857863
2018-06-06,13800.816868099335,19570.121569480772,11000.695288303375,17561.167444932278,5769.304701381438,6560.472156628903
2018-06-07,13061.79451651028,18050.999264262777,13401.81848916362,21310.17302433132,4989.2047477524975,7908.354535167702
2018-06-08,14732.9613639314,18949.623811392354,13536.086370146246,21576.585267124636,4216.662447460954,8040.49889697839
2018-06-11,13228.060303455706,17396.961118816846,13938.319933398046,21468.728634255112,4168.900815361139,7530.408700857066
2018-06-12,15491.712586362935,20675.885195377006,14385.237083116232,21209.919152672453,5184.172609014071,6824.682069556222
2018-06-13,13261.604962811603,17272.332889684352,12632.016146974354,22274.57284339356,4010.727926872749,9642.556696419204
2018-06-14,14120.288265145862,20547.982863428664,13021.66473099705,21910.585083519312,6427.694598282802,8888.920352522262
2018-06-15,14360.281941677253,21993.27295223774,11060.30160717779,18462.76851677919,7632.991010560489,7402.4669096014
2018-06-19,13447.925415797787,22128.62431329143,8860.477067566384,15028.723752641661,8680.698897493645,6168.246685075277
2018-06-20,13155.83255733847,21616.571568784562,7046.416857516859,10688.153065379602,8460.739011446092,3641.736207862743
2018-06-21,9901.695665281766,16089.733314069856,8371.151020560883,14565.347812515845,6188.037648788089,6194.1967919549625
2018-06-25,11620.939381857766,13896.969005956978,7279.804032442267,9387.186152739376,2276.029624099212,2107.3821202971085
2018-06-26,10722.58710172685,13417.311400049695,5340.741361306081,6881.604569053495,2694.724298322846,1540.863207747414
2018-07-03,12880.582865357454,17094.300477983877,3902.9975277930143,5076.0611310116765,4213.717612626424,1173.0636032186621
2018-07-09,15948.665343815486,18808.306552957736,11492.568745363198,16386.02364550024,2859.64120914225,4893.454900137043
2018-07-16,20991.00085140513,25737.806079568883,10431.07324024581,14213.268176935955,4746.805228163754,3782.1949366901445
2018-07-25,18121.548702043303,25403.580033814724,8729.040091079585,13086.759396149408,7282.031331771421,4357.719305069822
2018-07-30,15943.563236509295,19044.936957881815,11243.584464213356,16176.545374957643,3101.37372137252,4932.960910744287
2018-08-02,14927.303756706613,17208.49204156434,11659.187125186534,17966.00006350312,2281.188284857726,6306.812938316587
2018-08-07,13516.824958162219,15624.67877329809,11956.913746306795,18958.087525263614,2107.8538151358716,7001.17377895682
2018-08-09,13670.782313667254,17110.554270886132,10049.128452896048,16497.624026480888,3439.771957218878,6448.49557358484
2018-08-10,14153.353226514499,18323.444608601454,11161.270550974305,17725.016732381842,4170.0913820869555,6563.746181407538
2018-08-13,14211.971614218675,20382.351168048703,10304.995204018745,16708.17888058247,6170.379553830027,6403.183676563724
2018-08-15,13932.641171947553,20285.414550391706,8658.273012700409,16388.63888616741,6352.773378444153,7730.365873467001
2018-08-16,16380.481511112577,24902.220182474768,7326.633038478674,13084.776688568323,8521.73867136219,5758.143650089649
2018-08-20,16801.51033443568,22940.19790051433,10914.061533537428,20523.619206034098,6138.68756607865,9609.55767249667
2018-08-23,16304.222990707593,23938.309459061642,7556.766953965495,13378.492097529384,7634.086468354049,5821.725143563889
2018-09-10,18383.925976026723,24627.93201713174,2735.080195167453,3835.8591256805908,6244.006041105018,1100.7789305131378
2018-09-12,19630.502077642563,25670.07324517874,5029.713346364786,6651.9941990627285,6039.571167536178,1622.2808526979425
2018-09-13,17470.78417206751,24345.12144706391,4050.238484382502,5488.590815137374,6874.3372749964,1438.3523307548721
2018-09-14,14703.611929473467,20823.568377420703,3449.895663021588,4368.20412721683,6119.956447947236,918.3084641952419
2018-09-19,19419.102811049794,27309.931725397724,5639.797278273975,7848.708438747791,7890.828914347931,2208.9111604738155
2018-09-23,0,0,0,0,0,0
2018-09-27,18635.424893498282,24754.527576708355,7675.083059546969,10956.180475142979,6119.102683210072,3281.0974155960103
2018-10-01,19647.891405928043,27530.154581001225,6439.6607676449985,9381.147357971175,7882.263175073182,2941.486590326176
2018-10-15,18137.07295925214,28073.70621952479,8482.765538638285,12982.372783474375,9936.63326027265,4499.60724483609
2018-10-22,18492.360189221312,28751.662379720125,7592.018769274682,12120.218310312152,10259.302190498813,4528.199541037469
2018-10-23,15598.739477218904,25749.592278779062,4450.955871692465,7386.268620068985,10150.852801560159,2935.31274837652
2018-10-25,18004.127427752162,29118.256484363665,4468.3166672368925,7249.7855906037275,11114.129056611502,2781.468923366835
2018-10-26,17638.858371344868,30509.693384877115,3438.5288923827356,5121.258032224973,12870.835013532247,1682.7291398422376
2018-10-29,19722.767785010343,28611.71393972389,7252.1106639021855,10529.023748345273,8888.946154713547,3276.9130844430874
2018-10-30,19698.22826057,27073.838295709877,6744.427254436473,10568.957429088718,7375.610035139878,3824.5301746522446
2018-11-08,13585.040803039434,24439.547829522875,5189.727191157107,9753.653879893836,10854.507026483441,4563.926688736729
2018-11-13,13020.216308278657,23274.559470329685,7662.968104291773,15796.671291842822,10254.343162051027,8133.703187551049
2018-11-14,10866.824776292353,23744.263056335272,4400.258219495114,9416.070338560285,12877.43828004292,5015.812119065171
2018-11-15,11810.901560397646,25750.081032230428,4334.09653437016,8848.630166252191,13939.179471832782,4514.533631882031
2018-11-26,8118.024858065764,10897.800773925412,2106.7727794786565,2729.072705861719,2779.7759158596473,622.2999263830625
2018-11-30,9399.269502707077,13146.575273804285,3019.752599554568,4026.3334158306443,3747.305771097208,1006.5808162760763
2018-12-04,9987.905936584744,13112.585292298989,4200.8665707385235,6264.399322994353,3124.6793557142446,2063.532752255829
2018-12-06,8829.028886006205,12264.201931926957,4565.153824433209,6248.609783387153,3435.173045920752,1683.455958953944
2018-12-07,10309.042789218953,14064.009567661036,4336.330444437081,6044.221149817476,3754.9667784420835,1707.890705380395
2018-12-11,9666.13454975188,12963.348633478201,5134.844078212602,8317.991120752877,3297.2140837263214,3183.147042540275
2018-12-12,10659.204547941603,15131.69416074427,4472.317197557531,6801.5629454069185,4472.489612802667,2329.245747849388
2018-12-13,11425.23124958787,15717.692493860597,4680.5442486204165,7852.127355629261,4292.461244272727,3171.5831070088443
2018-12-17,12773.782553164237,17815.767662805556,6176.717684806639,9017.393065916094,5041.985109641319,2840.675381109455
2018-12-21,13944.657023792686,19341.522616938717,6817.853344151654,9372.60181404349,5396.865593146031,2554.748469891836
2018-12-26,10079.208388408804,12984.131806293446,4321.348425932513,5589.944420097108,2904.923417884642,1268.5959941645951
2019-01-02,11932.477880515688,16570.62841505793,3545.7718531892683,4656.830871049518,4638.150534542243,1111.0590178602492
2019-01-03,16047.88175603297,22207.979621773582,4491.9967342131,6150.632101154589,6160.097865740612,1658.6353669414884
2019-01-07,15709.518703552494,20288.91100379564,7427.720642339884,10603.870481076889,4579.3923002431475,3176.1498387370048
2019-01-08,16806.7066028435,22283.668832167386,7222.6967814131,10700.171403009084,5476.962229323886,3477.474621595984
2019-01-10,17297.15959251883,23729.118933600283,7177.023061491135,10383.417954279777,6431.959341081452,3206.394892788642
2019-01-16,14263.01037805884,22757.01467493464,4519.0258433198,7502.474958192651,8494.004296875799,2983.449114872851
2019-01-21,13411.03238053809,20677.02895507573,7200.403708115188,11968.53206020617,7265.996574537639,4768.128352090981
2019-01-23,14571.466292192155,21332.16463846639,6919.136665876816,11241.763687914241,6760.6983462742355,4322.627022037425
2019-01-24,15554.510090075608,21727.685474268656,7975.867040709592,13526.663740233886,6173.175384193048,5550.796699524293
2019-01-25,15085.41467564549,22895.1547943264,6787.911759162624,11261.20640520545,7809.740118680911,4473.294646042827
2019-01-28,15291.977402162634,21429.646215417815,6535.308448458472,10219.363899697331,6137.668813255181,3684.055451238859
2019-01-31,13706.70964371638,19821.939400068728,6393.602724605668,11187.289996187068,6115.229756352348,4793.6872715814
2019-02-04,12732.962172123494,18073.84046840798,7612.635299605811,13978.28651604864,5340.878296284485,6365.651216442829
2019-02-08,14710.504876913152,25134.864087571383,7651.070901709315,10596.455762180727,10424.359210658231,2945.384860471412
2019-02-12,9702.358333689706,16728.280748720914,6024.2419848023355,12442.977336391346,7025.9224150312075,6418.735351589011
2019-02-18,13652.167437167027,24753.489881087888,4026.259056262804,7904.179307971514,11101.32244392086,3877.9202517087106
2019-02-19,9564.629402547986,18841.100959760453,3962.6253686244168,8004.590787889143,9276.471557212468,4041.9654192647263
2019-02-20,9619.935007723636,17477.14300209403,2381.7291457415927,4105.239052420694,7857.207994370396,1723.5099066791013
2019-02-21,10027.393900268484,19397.35426249943,3545.154749589538,4558.6235765254,9369.960362230946,1013.4688269358617
2019-02-25,10698.868478226417,14490.9434474971,4409.8831348962685,5810.455828433562,3792.074969270683,1400.5726935372932
2019-03-01,10350.74535336218,16025.87338448807,1730.5630909612385,2249.231433084958,5675.128031125891,518.6683421237196
2019-03-04,11312.14461807283,16622.208278170707,4307.143869638853,5734.541153344621,5310.063660097876,1427.3972837057681
2019-03-07,10670.25911069869,16495.280034207717,3825.439406759773,4910.208722026219,5825.020923509028,1084.769315266446
2019-03-08,10455.419209453918,15997.86549673139,2939.7017602121946,3683.81281713461,5542.446287277473,744.1110569224156
2019-03-11,11997.363616898174,18136.22428892487,3657.347761291656,4677.2165667152685,6138.860672026696,1019.8688054236127
2019-03-12,12182.762832435406,17976.061215303267,2522.5576261857664,3122.199677344175,5793.298382867861,599.6420511584088
2019-03-14,14270.988958230111,20560.59529965918,7667.916983243826,10815.520424537512,6289.606341429069,3147.603441293686
2019-03-20,12652.768350358641,19529.933026805804,7685.035057756989,11441.348160358986,6877.1646764471625,3756.3131026019973
2019-03-22,13269.106880179319,19353.351450823437,8284.955908104048,14067.222940074369,6084.244570644118,5782.267031970321
2019-03-25,12887.233194380733,16814.249572238205,7919.222371771793,11907.615528039754,3927.0163778574715,3988.393156267961
2019-03-28,10402.294968843662,14936.084278202514,7608.101853304974,12336.158095480207,4533.789309358852,4728.056242175233
2019-03-31,0,0,0,0,0,0
2019-04-01,10559.766616133136,16670.97935931553,6220.001525501956,10559.841414323564,6111.212743182394,4339.839888821608
2019-04-03,8792.777721278004,14444.556326737475,7182.2176607283245,11561.225020948283,5651.778605459471,4379.007360219958
2019-04-08,10104.750131103414,15568.237842988701,6179.910921804043,11207.568225151552,5463.487711885287,5027.657303347509
2019-04-11,8666.6828384385,14257.704751835414,5087.096876181367,9512.293210981787,5591.021913396913,4425.196334800419
2019-04-15,9038.98242317666,16218.371407661327,6784.763749075147,12489.257815893638,7179.388984484667,5704.494066818491
2019-04-16,7811.121924286232,15624.698499695354,5287.605256827568,10486.717038351338,7813.576575409123,5199.11178152377
2019-04-17,8486.545010685857,16535.19729326101,4479.024178847642,7764.678448253396,8048.6522825751545,3285.6542694057534
2019-04-18,10516.271580487195,19260.83875438716,5608.688342727298,9709.606666167969,8744.567173899966,4100.918323440671
2019-04-26,7587.114353666962,12848.406350992409,5432.990018287294,8383.835617758425,5261.291997325447,2950.8455994711303
2019-04-29,8180.420510085771,11158.034218113984,5393.772463340454,6887.397126367591,2977.6137080282133,1493.624663027137
2019-04-30,8976.04361637055,12316.263981560256,5017.818531620357,6210.129132471341,3340.2203651897053,1192.310600850984
2019-05-01,10406.9795963467,13887.530530407841,3481.0634834520515,4462.3229903592155,3480.5509340611407,981.259506907164
2019-05-07,9995.689781856714,13640.813468081615,5233.0517827168715,7119.1613171972285,3645.1236862249007,1886.109534480357
2019-05-08,8333.299012761361,11601.599952175779,5156.196237778208,7296.849154412499,3268.3009394144174,2140.6529166342907
2019-05-09,10544.231615204559,14307.989652229255,6527.110608958065,9027.251885833475,3763.758037024696,2500.14127687541
2019-05-14,11689.181079484692,16642.66369711947,7719.507672295899,10918.411060646466,4953.48261763478,3198.9033883505663
2019-05-15,11543.571577258524,15839.054931625962,8031.809527707309,13126.856095126152,4295.483354367438,5095.046567418843
2019-05-16,11994.91510616643,16463.223459773242,7698.904672312515,12542.476158363399,4468.308353606812,4843.571486050884
2019-05-20,13031.521768068556,16538.788248085235,10598.990126134971,16739.719740136763,3507.2664800166785,6140.729614001792
2019-05-21,10034.970901819022,12905.993046690592,10202.736048892515,17571.875721969525,2871.0221448715693,7369.13967307701
2019-05-22,11074.682483235223,13837.944922577804,10023.46773032689,16192.721653463072,2763.2624393425813,6169.253923136181
2019-05-24,11885.525061914992,15883.221689334725,9248.761388553767,13492.424949123872,3997.696627419733,4243.663560570105
2019-05-28,9651.529668759797,11727.67519499058,9672.368977195027,14419.981205831391,2076.1455262307827,4747.612228636364
2019-05-30,10773.004883737423,13215.84503980588,9964.378212512052,14924.063117646247,2442.840156068456,4959.684905134194
2019-05-31,13764.554344769078,16850.840619431256,11631.07889921767,16712.273953516975,3086.2862746621777,5081.195054299305
2019-06-03,14134.363929332605,17117.170719341437,12550.756839441245,17774.831517628758,2982.8067900088317,5224.074678187513
2019-06-04,14364.453739873534,17874.942062040394,11524.562505556152,17131.715021512395,3510.4883221668606,5607.1525159562425
2019-06-05,13460.13705125604,17104.51517213775,11362.257374817236,17509.412702362984,3644.378120881711,6147.155327545748
2019-06-10,10634.843715656105,15049.929575662301,10042.919549119262,16620.785530198267,4415.0858600061965,6577.865981079005
2019-06-13,12977.924084544782,18837.522650847983,8795.562763317897,15740.07484665186,5859.598566303201,6944.512083333962
2019-06-17,11675.700377612007,18057.29596384494,11153.290617386903,20370.134508798106,6381.595586232932,9216.843891411203
2019-06-20,9988.871362007794,14660.05437496303,10087.328750172772,19018.765833559853,4671.183012955236,8931.437083387082
2019-06-24,8729.049941680832,10545.452307119584,7335.468831278796,9966.211936794629,1816.402365438751,2630.743105515833
2019-06-26,10247.129033334348,12882.767179629785,8123.945840714007,11379.556922443655,2635.6381462954378,3255.6110817296476
2019-06-28,10815.567668997994,13526.898195546164,9357.630744027952,13702.57901949859,2711.3305265481704,4344.948275470637
2019-07-01,11890.48120784375,15826.431313817679,9798.489273884126,13333.410138377805,3935.9501059739287,3534.920864493679
2019-07-02,11328.271699450417,15178.333935799923,7557.900317158878,10413.604034218139,3850.062236349506,2855.7037170592603
2019-07-08,11389.224090225847,14727.755325870108,7403.975654421876,10145.055797786525,3338.531235644261,2741.0801433646484
2019-07-09,11234.711580814223,14963.900431507842,6889.37866817554,9783.70348539699,3729.1888506936193,2894.3248172214508
2019-07-16,12516.294226658365,17673.045180212037,7982.798159212845,11709.335206571128,5156.750953553672,3726.5370473582825
2019-07-17,11137.96448783099,16249.909839446493,7647.6234357627945,11361.777341478904,5111.945351615503,3714.15390571611
2019-07-18,11683.96576135957,17504.92739986632,6806.922981802974,10682.737424387677,5820.961638506749,3875.814442584702
2019-07-22,13390.359056076708,19090.426746207846,7361.6019604666,11341.299557236225,5700.067690131138,3979.6975967696253
2019-07-25,11205.85436674829,16240.216772314143,7311.612176445277,11326.201550261781,5034.362405565853,4014.589373816504
2019-07-30,9779.692183095025,13749.259805209922,8162.056696384065,11616.180194134105,3969.567622114897,3454.1234977500408
2019-08-01,11941.392874462228,16480.257653198914,6999.413741609065,10098.649418891222,4538.864778736686,3099.2356772821568
2019-08-02,12122.527429250387,17169.030321229562,7007.203658588386,9517.473874202618,5046.502891979175,2510.2702156142323
2019-08-05,11689.866156074599,16235.055095566833,7766.2086257497185,11859.298515773156,4545.188939492235,4093.089890023438
2019-08-12,11907.46625883258,17673.163358444624,8352.53393854816,14317.241541495343,5765.697099612045,5964.707602947183
2019-08-13,11447.855854315934,19280.407037871842,4649.228260716791,7544.181154441185,7832.551183555908,2894.952893724394
2019-08-14,9324.567443483786,16793.17837034142,5982.703435733431,9175.778128722404,7468.610926857633,3193.074692988973
2019-08-15,8222.483198039985,15396.177212057002,5301.986342845845,8935.8198236007,7173.694014017017,3633.8334807548545
2019-08-16,9675.059428477634,18729.73899558324,4663.250191063659,7592.377531175462,9054.679567105606,2929.1273401118024
2019-08-20,9137.096044577118,17368.140376082134,4369.778768333429,7153.579846034314,8231.044331505016,2783.801077700885
2019-08-22,8499.037247166803,14147.690750184873,4008.708432897346,5985.82919145875,5648.653503018069,1977.1207585614038
2019-08-27,7390.713635467806,9601.566740580623,3625.9608866268645,5369.320011623332,2210.8531051128175,1743.3591249964675
2019-08-28,8647.989216712695,11835.363149776773,4251.4843248360585,6347.081541658819,3187.3739330640783,2095.597216822761
